,YEAR,EQ_PRIMARY,DEATHS,FOCAL_DEPTH,REGION_CODE,INJURIES,COUNTRY
2,-2000,7.1,1.0,18.0,Asia,,TURKMENISTAN
16,-426,7.1,2500.0,,Europe,,GREECE
33,-186,7.0,760.0,,Asia,,CHINA
35,-70,7.0,6000.0,,Asia,,CHINA
46,-26,5.5,13.0,,Asia,,CHINA
73,115,7.5,260000.0,,Middle East,,TURKEY
92,294,5.5,101.0,,Asia,,CHINA
143,512,7.5,5130.0,,Asia,2720.0,CHINA
148,525,7.0,250000.0,,Middle East,,TURKEY
150,528,7.1,4870.0,,Middle East,,TURKEY
154,551,7.1,5000.0,,Europe,,GREECE
173,649,5.5,50.0,,Asia,,CHINA
184,734,7.0,101.0,,Asia,,CHINA
201,778,5.6,48.0,,Europe,,ITALY
202,780,6.3,100.0,,Asia,,SOUTH KOREA
210,814,7.0,101.0,,Asia,,CHINA
225,851,5.2,12000.0,10.0,Asia,,ARMENIA
233,856,7.9,200000.0,,Middle East,,IRAN
236,858,5.2,12000.0,10.0,Middle East,,TURKEY
247,871,6.8,20000.0,,Middle East,,IRAN
275,978,5.3,2000.0,,Middle East,,IRAN
289,1008,6.5,16000.0,,Middle East,,IRAN
298,1038,7.3,32300.0,,Asia,,CHINA
302,1042,7.6,50000.0,15.0,Middle East,,IRAN
308,1057,6.8,25000.0,,Asia,,CHINA
331,1096,8.4,400.0,,Asia,,JAPAN
333,1101,6.5,60000.0,10.0,Middle East,,IRAN
356,1143,6.0,10000.0,,Asia,,CHINA
382,1202,7.6,30000.0,,Middle East,,SYRIA
385,1208,6.1,2000.0,10.0,Asia,,TURKMENISTAN
386,1209,6.3,3000.0,,Asia,,CHINA
389,1219,6.5,10000.0,,Asia,,CHINA
426,1290,6.8,100000.0,,Asia,,CHINA
428,1291,6.5,150.0,,Asia,,CHINA
430,1293,7.1,23024.0,,Asia,,JAPAN
438,1303,8.0,4000.0,,Europe,,GREECE
441,1305,6.5,2000.0,,Asia,,CHINA
442,1306,6.5,5000.0,,Asia,,CHINA
447,1314,6.0,340.0,,Asia,,CHINA
458,1336,7.6,20000.0,,Middle East,,IRAN
493,1372,4.8,16.0,,Asia,,CHINA
533,1440,6.3,200.0,,Asia,,CHINA
571,1482,7.5,30000.0,,Middle East,,TURKEY
577,1487,6.3,1900.0,,Asia,,CHINA
586,1494,5.5,3.0,,Asia,,CHINA
600,1501,7.0,400.0,,Asia,,CHINA
604,1502,6.5,50.0,,Asia,,CHINA
617,1509,7.7,5000.0,,Middle East,10000.0,TURKEY
624,1511,6.5,15.0,7.0,Europe,,SLOVENIA
632,1515,7.0,100.0,,Asia,,CHINA
650,1531,7.7,30000.0,,Europe,,PORTUGAL
653,1536,7.3,3.0,,Asia,,CHINA
679,1556,8.0,830000.0,,Asia,,CHINA
685,1560,5.5,100.0,,Asia,,CHINA
686,1561,7.3,1001.0,,Asia,,CHINA
693,1564,5.8,650.0,,Europe,,FRANCE
699,1568,6.8,200.0,,Asia,,CHINA
710,1575,8.5,21.0,,South America,,CHILE
712,1577,6.5,170.0,,Asia,,CHINA
715,1579,5.0,10.0,,Asia,,CHINA
722,1584,5.9,100.0,,Europe,,SWITZERLAND
727,1586,8.2,8000.0,,Asia,,JAPAN
728,1586,5.5,20.0,,Asia,,CHINA
729,1586,8.5,22.0,60.0,South America,,PERU
757,1601,6.2,9.0,,Europe,,SWITZERLAND
761,1604,8.5,100.0,30.0,South America,,PERU
767,1605,7.5,2000.0,,Asia,,CHINA
768,1606,6.5,2000.0,,Asia,,CHINA
774,1609,7.3,840.0,,Asia,,CHINA
777,1610,7.9,60.0,,South America,,VENEZUELA
781,1611,5.5,2.0,,Asia,,CHINA
789,1613,5.6,103.0,,Europe,,ITALY
809,1619,8.6,350.0,40.0,South America,,PERU
821,1622,7.0,12000.0,,Asia,,CHINA
826,1626,7.0,5200.0,,Asia,,CHINA
830,1627,6.7,5000.0,,Europe,,ITALY
833,1628,6.3,63.0,,Asia,,CHINA
848,1633,7.1,150.0,,Asia,,JAPAN
852,1634,6.0,30.0,,Asia,,CHINA
855,1636,7.2,520.0,,Europe,,GREECE
859,1638,7.0,9581.0,,Europe,,ITALY
886,1645,8.0,600.0,,Central and South Pacific,2500.0,PHILIPPINES
894,1647,8.5,1000.0,,South America,,CHILE
908,1652,6.8,3000.0,,Asia,,CHINA
909,1653,7.5,2500.0,,Middle East,,TURKEY
911,1654,8.0,10400.0,,Asia,,CHINA
947,1664,7.3,400.0,15.0,South America,,PERU
948,1664,6.3,50.0,,Asia,,SOUTH KOREA
958,1667,7.2,5000.0,,Europe,,CROATIA
962,1667,6.9,80000.0,12.0,Asia,,AZERBAIJAN
968,1668,6.6,17500.0,,Middle East,,TURKEY
969,1668,8.5,42578.0,,Asia,,CHINA
971,1669,5.7,7000.0,5.0,Asia,,AZERBAIJAN
981,1672,5.6,1500.0,,Europe,,ITALY
987,1673,6.6,5600.0,,Middle East,,IRAN
990,1674,6.8,86.0,40.0,Central and South Pacific,35.0,INDONESIA
1004,1678,7.4,1.0,,Asia,,JAPAN
1006,1679,5.9,7600.0,15.0,Middle East,,TURKEY
1007,1679,8.0,13162.0,,Asia,,CHINA
1010,1680,6.8,2700.0,,Asia,,CHINA
1019,1683,7.0,1001.0,,Asia,,CHINA
1026,1687,8.5,5000.0,30.0,South America,,PERU
1034,1688,6.3,190.0,,Asia,,CHINA
1035,1688,7.0,16000.0,,Middle East,,TURKEY
1046,1693,6.0,60000.0,,Europe,,ITALY
1052,1695,8.0,20000.0,,Asia,,CHINA
1071,1703,6.7,10000.0,,Europe,,ITALY
1074,1703,8.2,5233.0,,Asia,,JAPAN
1083,1707,5.8,160.0,10.0,South America,,PERU
1085,1707,8.4,5000.0,,Asia,,JAPAN
1091,1709,7.5,2032.0,,Asia,,CHINA
1098,1711,6.7,1000.0,,Asia,,JAPAN
1099,1713,6.8,2100.0,,Asia,,CHINA
1121,1718,7.5,73000.0,,Asia,,CHINA
1134,1721,7.7,40000.0,,Middle East,,IRAN
1140,1725,7.7,1500.0,60.0,South America,,PERU
1142,1725,6.0,614.0,,Asia,184.0,CHINA
1158,1730,9.1,2.0,,South America,,CHILE
1159,1730,6.5,658.0,,Asia,,CHINA
1176,1736,6.0,260.0,,Asia,100.0,TAIWAN
1186,1738,6.5,336.0,,Asia,,CHINA
1187,1739,8.0,50000.0,,Asia,,CHINA
1207,1746,8.0,1141.0,30.0,South America,,PERU
1210,1748,5.5,15.0,,Asia,,CHINA
1214,1748,6.0,5.0,,Asia,,CHINA
1215,1748,5.5,40.0,,Asia,,CHINA
1220,1750,6.0,37.0,,Asia,,CHINA
1227,1751,6.6,2100.0,,Asia,,JAPAN
1229,1751,6.8,900.0,,Asia,,CHINA
1242,1754,6.5,4.0,,Central and South Pacific,,INDONESIA
1246,1755,6.5,270.0,,Asia,80.0,CHINA
1247,1755,6.0,70.0,,Asia,20.0,CHINA
1251,1755,8.5,50000.0,,Europe,,PORTUGAL
1256,1757,7.0,1000.0,,South America,,ECUADOR
1274,1761,6.0,120.0,,Asia,120.0,CHINA
1275,1761,6.0,50.0,,Asia,30.0,CHINA
1282,1763,6.2,83.0,,Europe,,HUNGARY
1284,1763,6.5,1000.0,,Asia,,CHINA
1288,1765,6.5,2068.0,,Asia,,CHINA
1290,1766,6.9,1700.0,,Asia,,JAPAN
1293,1766,6.8,40.0,25.0,Caribbean,700.0,CUBA
1347,1779,6.5,10000.0,,Middle East,,IRAN
1348,1780,7.7,50000.0,20.0,Middle East,,IRAN
1359,1783,6.9,30000.0,13.0,Europe,,ITALY
1372,1784,8.0,383.0,,South America,,PERU
1379,1785,6.0,36.0,,Asia,,CHINA
1383,1786,7.5,435.0,,Asia,,CHINA
1407,1791,7.0,50.0,,Europe,80.0,GREECE
1413,1792,6.8,252.0,,Asia,432.0,TAIWAN
1415,1792,6.0,205.0,,Asia,,CHINA
1417,1793,6.9,12.0,,Asia,,JAPAN
1418,1793,8.3,25.0,,Asia,,JAPAN
1420,1793,6.0,200.0,,Asia,30.0,CHINA
1432,1797,8.3,40000.0,,South America,,ECUADOR
1444,1799,6.5,2000.0,,Asia,,CHINA
1459,1802,6.6,19.0,,Asia,,JAPAN
1460,1803,6.0,200.0,,Asia,,CHINA
1465,1804,7.3,450.0,,Asia,,JAPAN
1473,1806,7.7,100.0,,Asia,,CHINA
1476,1808,5.7,2.0,,Europe,,ITALY
1488,1810,6.6,59.0,,Asia,,JAPAN
1491,1811,7.0,21.0,,Asia,21.0,TAIWAN
1492,1811,6.5,480.0,,Asia,,CHINA
1502,1812,7.7,26000.0,33.0,South America,,VENEZUELA
1506,1812,6.9,40.0,,North America and Hawaii,,USA
1507,1812,7.5,1.0,,North America and Hawaii,,USA
1511,1814,5.3,4.0,,Asia,,CHINA
1513,1814,6.0,900.0,,Asia,,CHINA
1517,1815,6.5,111.0,,Asia,,TAIWAN
1518,1815,6.8,13000.0,,Asia,,CHINA
1519,1815,7.0,10253.0,150.0,Asia,,INDONESIA
1523,1816,7.5,23.0,33.0,Central America,,GUATEMALA
1524,1816,6.5,2854.0,,Asia,,CHINA
1526,1817,8.0,4.0,,Europe,,FRANCE
1537,1819,5.8,126.0,,Asia,58.0,CHINA
1543,1819,7.7,1543.0,,Asia,,INDIA
1548,1820,6.0,430.0,,Asia,590.0,CHINA
1550,1820,6.9,8.0,,Europe,,GREECE
1561,1822,5.5,23.0,,Asia,20.0,CHINA
1564,1822,8.5,72.0,,South America,200.0,CHILE
1583,1825,6.8,58.0,,Europe,,GREECE
1594,1827,5.3,84.0,,Asia,,CHINA
1598,1827,7.0,250.0,,South America,,COLOMBIA
1601,1828,8.3,30.0,50.0,South America,,PERU
1614,1829,6.0,200.0,,Asia,,CHINA
1619,1830,6.3,40.0,16.0,Asia,,RUSSIA
1622,1830,7.5,7477.0,,Asia,,CHINA
1629,1831,6.3,33.0,,Asia,,CHINA
1641,1833,8.0,6700.0,,Asia,,CHINA
1642,1833,7.7,700.0,,South America,25.0,PERU
1644,1833,7.4,35.0,,Asia,,JAPAN
1645,1834,7.0,80.0,5.0,South America,,COLOMBIA
1658,1834,5.5,88.0,,Asia,,CHINA
1659,1835,8.2,50.0,,South America,500.0,CHILE
1671,1837,6.4,5000.0,,Middle East,,ISRAEL
1676,1837,6.0,37.0,,Asia,,CHINA
1687,1839,7.8,390.0,33.0,Caribbean,,MARTINIQUE
1688,1839,6.0,100.0,,Asia,,CHINA
1689,1839,6.0,129.0,,Asia,18.0,CHINA
1695,1839,6.5,117.0,,Asia,534.0,TAIWAN
1700,1840,6.5,17.0,,Central and South Pacific,200.0,PHILIPPINES
1701,1840,6.7,1049.0,,Middle East,,TURKEY
1713,1842,8.1,5000.0,,Caribbean,,HAITI
1721,1843,8.3,5000.0,33.0,Caribbean,,GUADELOUPE
1730,1844,6.4,1500.0,,Middle East,,IRAN
1736,1845,7.0,118.0,,Central and South Pacific,,INDONESIA
1739,1845,6.0,380.0,,Asia,,TAIWAN
1753,1846,6.1,56.0,5.0,Europe,,ITALY
1756,1847,7.4,12000.0,,Asia,,JAPAN
1772,1848,6.0,3.0,,Central and South Pacific,,NEW ZEALAND
1773,1848,6.8,1001.0,,Asia,,TAIWAN
1775,1849,6.0,40.0,13.0,South America,,VENEZUELA
1781,1850,7.5,20650.0,,Asia,,CHINA
1793,1851,6.6,2000.0,,Europe,,ALBANIA
1800,1852,5.8,2000.0,10.0,Middle East,,IRAN
1802,1852,6.0,300.0,,Asia,400.0,CHINA
1804,1852,7.3,17.0,,Middle East,,TURKEY
1805,1852,7.5,3.0,,Central and South Pacific,1.0,PHILIPPINES
1821,1853,6.7,1000.0,14.0,Caribbean,,VENEZUELA
1844,1854,8.3,300.0,,Asia,,JAPAN
1851,1855,6.7,1900.0,,Middle East,,TURKEY
1856,1855,6.7,1300.0,,Middle East,,TURKEY
1866,1855,7.0,6757.0,,Asia,,JAPAN
1868,1855,5.5,7.0,,Asia,,CHINA
1876,1856,5.5,300.0,,Asia,,CHINA
1889,1857,7.0,36.0,50.0,Asia,,INDONESIA
1897,1857,6.5,10000.0,,Europe,,ITALY
1916,1859,6.1,15000.0,,Middle East,,TURKEY
1917,1859,5.9,100.0,10.0,Asia,,AZERBAIJAN
1926,1859,7.6,10.0,,South America,,CHILE
1946,1861,6.0,2.0,,Asia,8.0,CHINA
1949,1861,7.5,17.0,,Europe,,GREECE
1955,1862,6.5,2000.0,,Asia,,TAIWAN
1956,1862,6.5,3.0,,Africa,,GHANA
1958,1862,6.1,800.0,,Middle East,,TURKEY
1965,1863,6.5,400.0,,Central and South Pacific,2000.0,PHILIPPINES
1972,1863,5.5,9.0,,Asia,10.0,CHINA
1973,1863,6.7,2.0,,Middle East,,TURKEY
1982,1864,6.4,100.0,,Middle East,,IRAQ
2008,1867,7.9,200.0,100.0,Europe,,GREECE
2009,1867,7.0,500.0,,Europe,,GREECE
2020,1868,7.9,31.0,,North America and Hawaii,,USA
2029,1868,8.5,25000.0,25.0,South America,,CHILE
2033,1868,7.7,70000.0,20.0,South America,,ECUADOR
2040,1868,6.8,30.0,,North America and Hawaii,,USA
2062,1869,7.5,3.0,,Europe,,TURKEY
2064,1870,7.3,2300.0,,Asia,,CHINA
2066,1870,7.9,24.0,,North America and Hawaii,20.0,MEXICO
2071,1870,7.0,100.0,,Europe,,GREECE
2073,1870,7.5,100.0,,Europe,,GREECE
2094,1871,5.6,2000.0,15.0,Middle East,,IRAN
2096,1872,6.3,4000.0,15.0,Middle East,,IRAN
2101,1872,7.4,804.0,,Asia,200.0,JAPAN
2102,1872,7.8,27.0,,North America and Hawaii,56.0,USA
2104,1872,7.3,1800.0,,Middle East,,TURKEY
2135,1875,7.5,25.0,,North America and Hawaii,,MEXICO
2139,1875,7.3,1300.0,,Middle East,,TURKEY
2142,1875,7.5,1001.0,20.0,South America,,COLOMBIA
2157,1877,8.3,103.0,40.0,South America,,CHILE
2174,1878,5.9,400.0,13.0,South America,,VENEZUELA
2176,1878,6.7,40.0,,Middle East,500.0,TURKEY
2180,1878,5.5,70.0,,Asia,,CHINA
2188,1879,6.7,2000.0,,Middle East,,IRAN
2189,1879,6.7,700.0,15.0,Middle East,,IRAN
2191,1879,8.0,22000.0,,Asia,,CHINA
2198,1880,5.5,8.0,,Asia,9.0,CHINA
2201,1880,7.5,20.0,100.0,Central and South Pacific,50.0,PHILIPPINES
2204,1880,6.7,30.0,,Middle East,,TURKEY
2205,1880,7.7,2.0,,South America,,CHILE
2214,1881,5.5,11.0,,Asia,,TAIWAN
2216,1881,7.3,7866.0,,Europe,,GREECE
2223,1881,6.5,480.0,,Asia,,CHINA
2229,1881,6.1,12.0,,Middle East,,TURKEY
2243,1882,5.8,11.0,,Asia,,CHINA
2244,1882,6.3,8.0,,Asia,3.0,TAIWAN
2249,1883,7.3,15000.0,,Middle East,,TURKEY
2257,1884,6.5,17.0,,Asia,80.0,CHINA
2259,1884,6.7,745.0,,Europe,1475.0,SPAIN
2261,1885,6.0,80.0,,Asia,,CHINA
2272,1885,6.9,75.0,,Asia,,BANGLADESH
2275,1885,6.9,54.0,15.0,Asia,,KYRGYZSTAN
2278,1885,5.9,33.0,,Africa,,ALGERIA
2280,1885,5.0,4.0,,Asia,,CHINA
2282,1886,7.5,600.0,,Europe,,GREECE
2283,1886,7.3,60.0,,North America and Hawaii,,USA
2288,1887,8.0,44.0,80.0,North America and Hawaii,,MEXICO
2298,1887,6.8,2000.0,,Asia,3000.0,CHINA
2299,1888,7.5,1.0,,Caribbean,,TRINIDAD AND TOBAGO
2313,1889,6.3,20.0,,Asia,74.0,JAPAN
2318,1889,6.9,25.0,,Europe,,GREECE
2322,1890,7.2,171.0,10.0,Middle East,,IRAN
2328,1891,5.8,31.0,,Asia,,CHINA
2333,1891,8.4,7273.0,,Asia,,JAPAN
2350,1893,6.7,400.0,,Middle East,,TURKEY
2360,1893,6.8,288.0,,Asia,133.0,CHINA
2361,1893,6.6,18000.0,,Middle East,,IRAN
2362,1893,6.8,90.0,,Asia,32.0,CHINA
2367,1894,7.9,1.0,40.0,Asia,6.0,JAPAN
2368,1894,6.7,255.0,,Europe,,GREECE
2370,1894,8.2,400.0,20.0,South America,,VENEZUELA
2371,1894,7.5,24.0,,Asia,157.0,JAPAN
2375,1894,7.0,726.0,,Asia,,JAPAN
2379,1895,6.8,1000.0,,Middle East,,IRAN
2381,1895,6.1,7.0,16.0,Europe,,SLOVENIA
2402,1896,5.8,26.0,,Asia,12.0,CHINA
2405,1896,6.5,7.0,,Asia,4.0,CHINA
2408,1896,8.3,27122.0,,Asia,9247.0,JAPAN
2414,1896,6.6,7.0,25.0,Asia,5.0,CHINA
2417,1897,6.1,1600.0,33.0,Middle East,,IRAN
2422,1897,6.0,56.0,,Asia,100.0,TAIWAN
2429,1897,8.0,1542.0,33.0,Asia,,INDIA
2447,1898,6.0,47.0,,Asia,85.0,CHINA
2451,1898,6.5,6.0,,South America,,CHILE
2453,1898,5.5,12.0,,Asia,,CHINA
2465,1899,6.7,1117.0,,Middle East,,TURKEY
2466,1899,7.8,2460.0,,Central and South Pacific,300.0,INDONESIA
2471,1899,6.4,6.0,,North America and Hawaii,8.0,USA
2472,1899,5.6,247.0,,Middle East,,TURKEY
2480,1900,5.9,140.0,,Middle East,,TURKEY
2488,1900,8.4,25.0,25.0,Caribbean,,VENEZUELA
2494,1901,6.4,4.0,,Europe,50.0,BULGARIA
2495,1901,7.2,4.0,,Europe,50.0,BULGARIA
2501,1901,8.2,18.0,33.0,Asia,,JAPAN
2510,1902,7.0,2.0,,North America and Hawaii,,MEXICO
2514,1902,6.9,86.0,15.0,Asia,60.0,AZERBAIJAN
2516,1902,5.5,4.0,,Middle East,,TURKEY
2517,1902,7.5,2000.0,33.0,Central America,,GUATEMALA
2524,1902,7.7,2500.0,30.0,Asia,,CHINA
2526,1902,5.5,6.0,,Asia,,CHINA
2531,1902,6.4,4880.0,9.0,Asia,,UZBEKISTAN
2537,1903,5.7,20.0,,Middle East,,ISRAEL
2540,1903,6.3,3560.0,,Middle East,,TURKEY
2543,1903,5.8,1000.0,,Middle East,,TURKEY
2548,1903,7.8,2.0,100.0,Europe,,GREECE
2550,1903,6.5,350.0,,Middle East,,IRAN
2558,1904,6.0,3.0,,Asia,10.0,TAIWAN
2564,1904,6.2,4.0,10.0,Europe,,GREECE
2567,1904,6.0,400.0,,Asia,,CHINA
2570,1904,6.3,145.0,,Asia,158.0,TAIWAN
2577,1905,7.8,19000.0,25.0,Asia,,INDIA
2582,1905,6.6,120.0,20.0,Europe,,ALBANIA
2583,1905,7.8,11.0,100.0,Asia,,JAPAN
2590,1905,7.1,557.0,15.0,Europe,2000.0,ITALY
2595,1905,5.0,13.0,,Asia,,CHINA
2606,1906,8.6,1000.0,25.0,South America,,ECUADOR
2612,1906,6.8,1258.0,,Asia,145.0,TAIWAN
2615,1906,6.5,15.0,,Asia,84.0,TAIWAN
2616,1906,7.9,700.0,20.0,North America and Hawaii,,USA
2618,1906,5.3,1.0,,Asia,,CHINA
2622,1906,8.2,4000.0,25.0,South America,,CHILE
2631,1906,8.3,280.0,33.0,Asia,,CHINA
2635,1907,6.5,1000.0,,Caribbean,,JAMAICA
2639,1907,8.3,8.0,60.0,North America and Hawaii,,MEXICO
2640,1907,7.6,2.0,,Central and South Pacific,,PHILIPPINES
2651,1907,7.4,12000.0,35.0,Asia,,TAJIKISTAN
2652,1907,5.9,158.0,33.0,Europe,,ITALY
2669,1908,7.0,78000.0,40.0,Europe,,ITALY
2670,1909,5.8,8.0,,Middle East,,TURKEY
2671,1909,7.7,5500.0,33.0,Middle East,,IRAN
2680,1909,7.3,9.0,,Asia,51.0,TAIWAN
2681,1909,6.6,30.0,,Europe,,PORTUGAL
2683,1909,6.5,21.0,,Asia,,CHINA
2687,1909,6.2,40.0,,Europe,,FRANCE
2693,1909,6.9,41.0,33.0,Asia,,JAPAN
2696,1909,7.2,231.0,60.0,Asia,,PAKISTAN
2701,1909,7.3,4.0,,Asia,,TAIWAN
2708,1910,7.8,60.0,200.0,Asia,,TAIWAN
2715,1910,6.4,12.0,33.0,Africa,,ALGERIA
2722,1910,7.3,2.0,,Africa,,ZAMBIA
2726,1911,7.7,450.0,25.0,Asia,,KAZAKHSTAN
2729,1911,7.4,90.0,26.0,Asia,,TAJIKISTAN
2731,1911,6.7,700.0,50.0,Middle East,,IRAN
2735,1911,7.9,45.0,11.0,North America and Hawaii,22.0,MEXICO
2736,1911,8.0,12.0,160.0,Asia,,JAPAN
2752,1912,7.8,3000.0,60.0,Middle East,1575.0,TURKEY
2764,1913,7.8,138.0,15.0,Central and South Pacific,,INDONESIA
2765,1913,5.8,11.0,,Middle East,,IRAN
2778,1913,6.3,150.0,10.0,South America,,PERU
2780,1913,7.0,942.0,10.0,Asia,112.0,CHINA
2781,1914,7.1,29.0,,Asia,,JAPAN
2786,1914,7.2,94.0,33.0,Asia,,JAPAN
2788,1914,4.9,120.0,,Europe,,ITALY
2792,1914,7.6,20.0,35.0,Asia,20.0,INDONESIA
2793,1914,7.5,1.0,,Asia,,CHINA
2795,1914,7.0,4000.0,,Middle East,700.0,TURKEY
2800,1914,6.3,14.0,30.0,Europe,,GREECE
2802,1915,7.5,29978.0,10.0,Europe,,ITALY
2808,1915,6.2,6.0,,North America and Hawaii,,USA
2816,1915,7.0,170.0,,Asia,,CHINA
2836,1916,6.5,180.0,,Asia,,TAIWAN
2841,1916,6.0,1.0,,Asia,20.0,TAIWAN
2842,1917,6.3,54.0,,Asia,85.0,TAIWAN
2843,1917,6.6,1500.0,,Asia,,INDONESIA
2848,1917,6.4,7.0,,Central and South Pacific,2.0,PHILIPPINES
2858,1917,6.8,1800.0,33.0,Asia,,CHINA
2861,1917,7.3,6.0,40.0,South America,,COLOMBIA
2865,1917,6.0,2650.0,,Central America,,GUATEMALA
2870,1918,7.3,2000.0,23.0,Asia,,CHINA
2876,1918,8.3,46.0,33.0,Central and South Pacific,,PHILIPPINES
2902,1920,7.8,648.0,,North America and Hawaii,167.0,MEXICO
2906,1920,8.0,5.0,,Asia,20.0,TAIWAN
2908,1920,5.8,1400.0,10.0,Europe,,ITALY
2910,1920,6.2,200.0,25.0,Europe,,ALBANIA
2911,1920,8.3,200000.0,25.0,Asia,,CHINA
2912,1920,6.0,400.0,10.0,South America,,ARGENTINA
2938,1922,6.3,5.0,,Central and South Pacific,,PHILIPPINES
2945,1922,7.6,5.0,,Asia,7.0,TAIWAN
2949,1922,8.7,500.0,35.0,South America,,CHILE
2961,1923,7.3,4800.0,13.0,Asia,,CHINA
2966,1923,5.7,2200.0,,Middle East,,IRAN
2970,1923,7.9,142807.0,35.0,Asia,47000.0,JAPAN
2972,1923,6.9,50.0,15.0,Asia,,BANGLADESH
2973,1923,6.4,157.0,,Middle East,,IRAN
2974,1923,6.9,290.0,,Middle East,,IRAN
2978,1923,5.3,300.0,,South America,,COLOMBIA
2982,1924,6.9,40.0,,South America,,ECUADOR
2987,1924,5.3,50.0,,Middle East,,TURKEY
2990,1924,7.3,100.0,33.0,Asia,,CHINA
2994,1924,6.8,60.0,,Middle East,,TURKEY
3000,1925,5.8,200.0,,Middle East,,TURKEY
3003,1925,7.0,5000.0,26.0,Asia,,CHINA
3006,1925,6.8,17.0,33.0,Central and South Pacific,,PHILIPPINES
3009,1925,6.8,395.0,,Asia,,JAPAN
3012,1925,6.8,13.0,10.0,North America and Hawaii,,USA
3014,1925,5.9,3.0,,Middle East,,TURKEY
3017,1925,5.8,12.0,,Asia,,CHINA
3021,1925,5.5,500.0,,Middle East,,IRAN
3022,1925,5.5,2.0,,Middle East,,IRAN
3033,1926,5.8,9.0,10.0,Europe,200.0,AZORES (PORTUGAL)
3037,1926,5.7,360.0,7.0,Middle East,,TURKEY
3046,1927,7.3,3022.0,10.0,Asia,3295.0,JAPAN
3048,1927,5.0,7.0,,Asia,,CHINA
3051,1927,7.6,40912.0,27.0,Asia,524.0,CHINA
3055,1927,6.3,268.0,33.0,Middle East,,ISRAEL
3060,1927,6.8,30.0,,Asia,190.0,TAIWAN
3061,1927,6.8,11.0,17.0,Europe,122.0,UKRAINE
3078,1928,5.0,4.0,,Middle East,,IRAN
3083,1928,6.5,170.0,,Middle East,700.0,TURKEY
3085,1928,6.8,127.0,7.0,Europe,1735.0,BULGARIA
3088,1928,6.0,20.0,29.0,Europe,,GREECE
3093,1928,7.3,29.0,,South America,,PERU
3097,1928,7.7,4.0,35.0,North America and Hawaii,,MEXICO
3099,1928,5.8,6.0,,Asia,10.0,CHINA
3100,1928,5.4,10.0,9.0,Middle East,,IRAN
3103,1928,7.6,279.0,25.0,South America,,CHILE
3104,1928,7.3,93.0,,Central and South Pacific,,PHILIPPINES
3106,1929,6.0,2.0,,Asia,,CHINA
3107,1929,6.9,50.0,,Caribbean,800.0,VENEZUELA
3111,1929,7.4,3800.0,50.0,Middle East,,IRAN
3112,1929,6.5,64.0,10.0,Middle East,,TURKEY
3117,1929,7.5,17.0,,Central and South Pacific,,NEW ZEALAND
3119,1929,5.8,5.0,57.0,Middle East,,IRAN
3120,1929,6.2,6.0,65.0,Middle East,,IRAN
3132,1930,7.3,500.0,,Asia,,MYANMAR (BURMA)
3133,1930,7.5,1360.0,30.0,Middle East,,IRAN
3134,1930,6.0,42.0,,Asia,,CHINA
3140,1930,6.5,1430.0,7.0,Europe,,ITALY
3141,1930,5.5,200.0,,Asia,,CHINA
3145,1930,6.3,175.0,,Asia,,TAJIKISTAN
3147,1930,5.0,1.0,,Middle East,,IRAN
3148,1930,5.9,18.0,,Europe,,ITALY
3150,1930,6.0,35.0,12.0,Europe,108.0,ALBANIA
3151,1930,7.1,259.0,19.0,Asia,1285.0,JAPAN
3152,1930,5.0,25.0,4.0,Europe,,ALBANIA
3153,1930,7.3,36.0,,Asia,,MYANMAR (BURMA)
3155,1930,6.3,4.0,,Asia,,TAIWAN
3158,1930,6.0,39.0,30.0,South America,,ARGENTINA
3164,1931,5.8,90.0,33.0,Europe,,ALBANIA
3167,1931,7.7,261.0,35.0,Central and South Pacific,400.0,NEW ZEALAND
3175,1931,5.6,2450.0,,Central America,,NICARAGUA
3178,1931,6.3,2890.0,22.0,Asia,,ARMENIA
3182,1931,8.0,10000.0,25.0,Asia,,CHINA
3185,1931,7.0,16.0,20.0,Asia,,JAPAN
3189,1931,7.5,1.0,60.0,Asia,,JAPAN
3191,1932,5.4,8.0,,Caribbean,,CUBA
3192,1932,6.0,200.0,,Asia,,CHINA
3194,1932,6.0,6.0,15.0,Asia,27.0,CHINA
