,YEAR,EQ_PRIMARY,DEATHS,FOCAL_DEPTH,REGION_CODE,INJURIES,COUNTRY
3195,1932,7.4,6.0,,Central and South Pacific,115.0,INDONESIA
3196,1932,5.4,1070.0,12.0,Middle East,,IRAN
3199,1932,8.1,400.0,35.0,North America and Hawaii,120.0,MEXICO
3206,1932,6.9,161.0,35.0,Europe,669.0,GREECE
3212,1932,7.6,275.0,,Asia,320.0,CHINA
3218,1933,6.3,120.0,16.0,North America and Hawaii,,USA
3225,1933,7.5,9300.0,,Asia,,CHINA
3226,1933,5.0,200.0,,Asia,,CHINA
3231,1933,6.3,4.0,27.0,Middle East,,IRAN
3233,1934,6.0,1.0,,Asia,14.0,CHINA
3234,1934,8.0,10600.0,35.0,Asia,,NEPAL
3238,1934,6.6,2.0,,North America and Hawaii,,USA
3243,1934,6.5,3.0,,Asia,,TAIWAN
3252,1935,6.2,5.0,7.0,Middle East,,TURKEY
3254,1935,6.0,60.0,,Middle East,,IRAN
3255,1935,6.3,690.0,14.0,Middle East,,IRAN
3256,1935,6.0,3276.0,,Asia,12053.0,TAIWAN
3257,1935,6.0,2.0,,Asia,,CHINA
3258,1935,6.1,540.0,,Middle East,,TURKEY
3260,1935,7.5,60000.0,33.0,Asia,,PAKISTAN
3262,1935,6.3,9.0,10.0,Asia,,JAPAN
3263,1935,6.5,2746.0,30.0,Asia,6004.0,TAIWAN
3271,1935,6.2,2.0,,North America and Hawaii,,USA
3272,1935,6.0,2.0,,North America and Hawaii,,USA
3276,1935,6.0,100.0,,Asia,,CHINA
3278,1936,7.0,250.0,,South America,,COLOMBIA
3284,1936,6.2,12.0,,Middle East,,IRAN
3285,1936,5.0,9.0,,Asia,,SOUTH KOREA
3286,1936,7.3,1.0,60.0,South America,40.0,CHILE
3287,1936,6.0,115.0,,Asia,31.0,CHINA
3289,1936,5.5,30.0,,Asia,,CHINA
3290,1936,7.2,10.0,,Asia,10.0,TAIWAN
3291,1936,7.3,9.0,,Asia,20.0,INDONESIA
3304,1937,7.7,34.0,,North America and Hawaii,,MEXICO
3305,1937,7.0,390.0,,Asia,,CHINA
3306,1937,7.5,1.0,60.0,Central and South Pacific,200.0,PHILIPPINES
3309,1937,7.2,1.0,70.0,Asia,,INDONESIA
3314,1937,7.5,4.0,60.0,North America and Hawaii,,MEXICO
3315,1937,6.2,15.0,10.0,South America,,PERU
3323,1938,6.7,224.0,33.0,Middle East,,TURKEY
3334,1938,7.7,1.0,30.0,Asia,,JAPAN
3345,1939,8.3,30000.0,60.0,South America,,CHILE
3347,1939,7.7,5.0,35.0,Central and South Pacific,,PAPUA NEW GUINEA
3351,1939,7.0,27.0,,Asia,52.0,JAPAN
3354,1939,6.4,22.0,13.0,Africa,130.0,GHANA
3357,1939,5.5,2.0,,Asia,,CHINA
3358,1939,6.5,41.0,,Middle East,,TURKEY
3360,1939,5.9,13.0,80.0,Middle East,,TURKEY
3363,1939,7.7,32700.0,35.0,Middle East,,TURKEY
3369,1940,6.0,181.0,,Asia,475.0,CHINA
3370,1940,6.0,16.0,19.0,Middle East,,TURKEY
3371,1940,7.2,9.0,16.0,North America and Hawaii,,USA
3372,1940,8.2,179.0,60.0,South America,3500.0,PERU
3373,1940,5.5,2.0,,Asia,20.0,CHINA
3379,1940,7.3,1000.0,150.0,Europe,,ROMANIA
3380,1941,5.9,1200.0,,Asia,200.0,YEMEN
3381,1941,7.4,4.0,15.0,Central and South Pacific,,PAPUA NEW GUINEA
3383,1941,6.3,730.0,,Middle East,,IRAN
3386,1941,6.0,132.0,,Asia,203.0,CHINA
3390,1941,6.0,430.0,28.0,Middle East,,TURKEY
3391,1941,6.0,15.0,,Asia,10.0,CHINA
3392,1941,5.9,15.0,70.0,Middle East,,TURKEY
3395,1941,7.6,6.0,,Central America,,COSTA RICA
3397,1941,7.1,319.0,,Asia,,TAIWAN
3399,1942,6.8,90.0,,Asia,,CHINA
3401,1942,7.9,200.0,30.0,South America,,ECUADOR
3407,1942,8.2,30.0,60.0,South America,25.0,PERU
3408,1942,6.0,43.0,33.0,Europe,110.0,ALBANIA
3411,1942,6.1,16.0,,Middle East,,TURKEY
3415,1942,7.3,1000.0,,Middle East,,TURKEY
3417,1943,6.6,285.0,,Middle East,,TURKEY
3420,1943,5.0,75.0,,South America,200.0,PERU
3421,1943,7.5,11.0,60.0,North America and Hawaii,,MEXICO
3423,1943,8.2,11.0,35.0,South America,,CHILE
3429,1943,6.2,285.0,15.0,Middle East,,TURKEY
3431,1943,8.1,213.0,90.0,Asia,2096.0,INDONESIA
3434,1943,7.4,1400.0,10.0,Asia,,JAPAN
3439,1943,7.6,4020.0,33.0,Middle East,5000.0,TURKEY
3442,1944,7.8,8000.0,50.0,South America,,ARGENTINA
3443,1944,7.4,2381.0,33.0,Middle East,,TURKEY
3444,1944,7.2,3.0,,Asia,,CHINA
3446,1944,4.8,20.0,7.0,Middle East,,IRAN
3448,1944,6.0,21.0,33.0,Middle East,,TURKEY
3453,1944,6.8,30.0,,Middle East,,TURKEY
3455,1944,8.1,1223.0,30.0,Asia,2135.0,JAPAN
3456,1945,7.1,2306.0,,Asia,896.0,JAPAN
3458,1945,6.0,5.0,,Africa,,UGANDA
3459,1945,6.0,300.0,60.0,Middle East,,TURKEY
3464,1945,6.3,17.0,,Asia,30.0,CHINA
3465,1945,8.0,4000.0,15.0,Asia,,PAKISTAN
3469,1946,5.6,264.0,,Africa,,ALGERIA
3470,1946,5.6,12.0,60.0,Middle East,,TURKEY
3473,1946,5.9,840.0,,Middle East,,TURKEY
3475,1946,7.9,2.0,60.0,South America,,CHILE
3484,1946,7.5,400.0,26.0,Asia,,TURKMENISTAN
3485,1946,7.3,800.0,12.0,South America,,PERU
3486,1946,6.8,58.0,,Asia,384.0,TAIWAN
3487,1946,8.1,1362.0,20.0,Asia,,JAPAN
3491,1947,5.5,1.0,,Asia,,CHINA
3495,1947,5.5,3.0,,Asia,,CHINA
3500,1947,5.3,3.0,,Africa,,ALGERIA
3501,1947,6.9,500.0,,Middle East,,IRAN
3502,1947,6.9,3.0,28.0,Europe,20.0,GREECE
3503,1947,7.3,233.0,100.0,South America,,PERU
3505,1948,8.3,72.0,33.0,Central and South Pacific,,PHILIPPINES
3509,1948,6.5,2.0,15.0,Europe,45.0,GREECE
3511,1948,7.1,1.0,60.0,South America,,PERU
3514,1948,7.3,800.0,18.0,Asia,200.0,CHINA
3515,1948,6.8,4.0,55.0,South America,,PERU
3517,1948,6.8,110.0,,Asia,100.0,CHINA
3518,1948,7.3,5131.0,20.0,Asia,11000.0,JAPAN
3519,1948,6.4,6.0,33.0,Europe,,GREECE
3521,1948,7.3,110000.0,18.0,Asia,,TURKMENISTAN
3522,1948,5.8,3.0,,Asia,75.0,CHINA
3523,1948,6.9,4.0,,North America and Hawaii,21.0,MEXICO
3527,1949,7.3,21.0,,Asia,17.0,CHINA
3529,1949,7.0,8.0,,North America and Hawaii,,USA
3530,1949,7.3,57.0,70.0,South America,,CHILE
3533,1949,7.4,3500.0,16.0,Asia,,TAJIKISTAN
3534,1949,6.7,7.0,,Europe,435.0,GREECE
3536,1949,6.8,6000.0,60.0,South America,,ECUADOR
3538,1949,6.8,320.0,,Middle East,,TURKEY
3545,1949,7.8,1.0,33.0,South America,,CHILE
3546,1949,7.8,3.0,33.0,South America,,CHILE
3557,1950,6.0,83.0,,South America,,PERU
3558,1950,6.5,16.0,,Asia,50.0,INDONESIA
3560,1950,6.8,100.0,8.0,Caribbean,,VENEZUELA
3562,1950,8.6,1530.0,33.0,Asia,,INDIA
3571,1950,8.0,1.0,100.0,South America,,CHILE
3572,1950,7.0,4.0,80.0,South America,12.0,PERU
3578,1951,6.5,1100.0,100.0,Central America,,EL SALVADOR
3580,1951,6.2,1.0,50.0,North America and Hawaii,,MEXICO
3584,1951,6.7,50.0,,Middle East,,TURKEY
3587,1951,7.3,68.0,21.0,Asia,586.0,TAIWAN
3589,1951,7.5,17.0,,Asia,250.0,TAIWAN
3592,1952,6.0,103.0,,Middle East,,TURKEY
3594,1952,8.1,33.0,45.0,Asia,,JAPAN
3602,1952,7.7,12.0,16.0,North America and Hawaii,,USA
3604,1952,5.8,2.0,16.0,North America and Hawaii,,USA
3607,1952,5.0,20.0,,Middle East,,TURKEY
3612,1953,5.7,2.0,,Caribbean,,HAITI
3613,1953,6.4,970.0,,Middle East,,IRAN
3616,1953,7.5,1070.0,,Middle East,,TURKEY
3620,1953,7.6,9.0,60.0,South America,26.0,CHILE
3625,1953,7.2,476.0,,Europe,2412.0,GREECE
3626,1953,6.5,40.0,,Europe,100.0,CYPRUS
3627,1953,6.4,2.0,33.0,Central and South Pacific,,FIJI
3629,1953,7.4,1.0,60.0,Asia,,JAPAN
3630,1953,7.4,3.0,128.0,South America,,CHILE
3631,1953,7.4,6.0,30.0,South America,20.0,PERU
3632,1954,6.2,6.0,100.0,North America and Hawaii,,MEXICO
3637,1954,7.0,25.0,,Europe,,GREECE
3639,1954,7.0,31.0,,Europe,,GREECE
3642,1954,6.8,13.0,,Central and South Pacific,101.0,PHILIPPINES
3645,1954,5.0,1.0,,Middle East,,IRAN
3647,1954,6.7,1243.0,,Africa,5000.0,ALGERIA
3659,1955,7.6,400.0,96.0,Central and South Pacific,,PHILIPPINES
3662,1955,7.5,39.0,,Asia,113.0,CHINA
3664,1955,6.2,8.0,33.0,Europe,149.0,GREECE
3666,1955,6.0,7.0,,Europe,,GREECE
3670,1955,6.8,4.0,,Middle East,,TURKEY
3672,1955,5.8,10.0,,Central America,,COSTA RICA
3674,1955,6.3,22.0,,Africa,12.0,EGYPT
3682,1956,5.8,2.0,,Europe,,HUNGARY
3686,1956,5.8,4.0,,Middle East,,TURKEY
3689,1956,5.8,148.0,,Middle East,,LEBANON
3692,1956,7.6,100.0,60.0,Asia,,AFGHANISTAN
3693,1956,7.8,53.0,20.0,Europe,,GREECE
3695,1956,7.0,38.0,39.0,Asia,,MYANMAR (BURMA)
3697,1956,6.0,156.0,15.0,Asia,,INDIA
3701,1956,6.8,347.0,,Middle East,,IRAN
3705,1957,5.6,13.0,,Africa,96.0,TUNISIA
3706,1957,7.2,11.0,69.0,Asia,,TAIWAN
3707,1957,7.0,2.0,,Europe,,GREECE
3714,1957,7.1,18.0,41.0,Middle East,92.0,TURKEY
3715,1957,7.1,500.0,,Middle East,,TURKEY
3719,1957,6.6,1100.0,14.0,Middle East,,IRAN
3720,1957,7.9,65.0,25.0,North America and Hawaii,,MEXICO
3729,1957,8.1,30.0,33.0,Asia,,MONGOLIA
3730,1957,7.1,1200.0,,Middle East,,IRAN
3732,1958,7.3,28.0,60.0,South America,,PERU
3734,1958,7.6,111.0,60.0,South America,46.0,COLOMBIA
3742,1958,6.7,132.0,20.0,Middle East,,IRAN
3744,1958,6.8,7.0,,South America,,CHILE
3748,1958,6.7,8.0,100.0,Asia,1856.0,INDONESIA
3762,1959,7.5,2.0,150.0,Asia,,TAIWAN
3763,1959,8.2,1.0,60.0,Asia,13.0,RUSSIA
3765,1959,7.5,1.0,112.0,South America,,BOLIVIA
3769,1959,7.0,16.0,60.0,Asia,63.0,TAIWAN
3771,1959,7.7,28.0,5.0,North America and Hawaii,,USA
3772,1959,6.9,25.0,,North America and Hawaii,200.0,MEXICO
3773,1959,6.1,2.0,11.0,Europe,,ALBANIA
3775,1959,6.2,18.0,,Middle East,,TURKEY
3781,1960,7.8,63.0,160.0,South America,200.0,PERU
3782,1960,7.0,63.0,150.0,South America,,PERU
3784,1960,5.6,47.0,33.0,Africa,88.0,ALGERIA
3785,1960,5.9,13100.0,33.0,Africa,25000.0,MOROCCO
3789,1960,6.0,420.0,,Middle East,,IRAN
3792,1960,9.5,2000.0,33.0,South America,3000.0,CHILE
3793,1960,6.5,8.0,,Europe,,GREECE
3798,1960,6.6,24.0,28.0,Africa,,CONGO
3809,1961,7.3,2.0,74.0,Asia,7.0,JAPAN
3812,1961,6.5,2.0,74.0,Asia,6.0,INDONESIA
3817,1961,6.5,30.0,33.0,Africa,,ETHIOPIA
3818,1961,6.6,60.0,37.0,Middle East,,IRAN
3828,1961,7.3,10.0,,Asia,,JAPAN
3837,1961,6.9,23.0,176.0,South America,,COLOMBIA
3838,1962,5.9,4.0,33.0,Europe,,CROATIA
3839,1962,6.1,1.0,33.0,Europe,,CROATIA
3843,1962,6.0,15.0,33.0,Europe,,ALBANIA
3844,1962,6.1,1.0,25.0,Asia,2.0,CHINA
3847,1962,6.3,9.0,39.0,South America,,PERU
3851,1962,6.8,1.0,104.0,Asia,,JAPAN
3852,1962,7.0,4.0,40.0,North America and Hawaii,,MEXICO
3853,1962,7.2,3.0,33.0,North America and Hawaii,16.0,MEXICO
3860,1962,6.8,47.0,69.0,South America,300.0,COLOMBIA
3862,1962,6.1,16.0,34.0,Europe,,ITALY
3863,1962,6.8,1.0,100.0,Europe,,GREECE
3865,1962,7.2,12225.0,27.0,Middle East,2776.0,IRAN
3866,1962,5.5,1.0,,Middle East,,TURKEY
3868,1962,5.0,6.0,8.0,Middle East,,IRAN
3872,1963,4.5,4.0,3.0,Middle East,,IRAN
3873,1963,7.3,15.0,47.0,Asia,18.0,TAIWAN
3874,1963,5.4,300.0,5.0,Africa,375.0,LIBYA
3875,1963,7.2,100.0,40.0,Middle East,,IRAN
3877,1963,7.0,4.0,33.0,Middle East,,IRAN
3885,1963,6.0,1070.0,5.0,Europe,3300.0,MACEDONIA
3886,1963,5.2,5.0,46.0,Middle East,,IRAN
3888,1963,6.5,1.0,,Asia,,CHINA
3889,1963,5.3,80.0,25.0,Asia,,INDIA
3892,1963,6.1,1.0,19.0,Middle East,,TURKEY
3893,1963,7.0,1.0,75.0,South America,,PERU
3900,1964,5.2,8.0,90.0,Central and South Pacific,27.0,INDONESIA
3901,1964,7.0,107.0,33.0,Asia,479.0,TAIWAN
3904,1964,9.2,15.0,33.0,North America and Hawaii,,USA
3906,1964,6.0,3.0,32.0,Europe,,CROATIA
3907,1964,6.0,1.0,33.0,Africa,19.0,TANZANIA
3910,1964,6.1,8.0,,Middle East,,TURKEY
3911,1964,7.5,26.0,40.0,Asia,450.0,JAPAN
3913,1964,7.4,78.0,100.0,North America and Hawaii,,MEXICO
3916,1964,7.0,19.0,15.0,Middle East,,TURKEY
3920,1965,5.5,4.0,10.0,Africa,350.0,ALGERIA
3922,1965,7.6,71.0,6.0,Central and South Pacific,,INDONESIA
3924,1965,5.1,20.0,52.0,Middle East,,IRAN
3926,1965,6.3,38.0,18.0,Europe,253.0,GREECE
3929,1965,7.3,400.0,61.0,South America,,CHILE
3931,1965,7.1,6.0,78.0,Europe,,GREECE
3932,1965,6.2,32.0,34.0,Europe,200.0,GREECE
3933,1965,6.0,1.0,36.0,Asia,4.0,JAPAN
3934,1965,6.6,7.0,59.0,North America and Hawaii,,USA
3935,1965,6.0,125.0,23.0,Central America,1138.0,EL SALVADOR
3940,1965,6.3,1.0,18.0,Europe,6.0,GREECE
3943,1965,7.8,6.0,28.0,North America and Hawaii,,MEXICO
3947,1966,6.3,1.0,38.0,Europe,60.0,GREECE
3951,1966,6.0,10.0,38.0,Middle East,,TURKEY
3953,1966,8.0,7.0,48.0,Asia,10.0,TAIWAN
3955,1966,7.0,140.0,36.0,Africa,,UGANDA
3962,1966,6.3,80.0,23.0,Asia,100.0,NEPAL
3964,1966,4.6,12.0,64.0,Middle East,20.0,TURKEY
3966,1966,5.6,15.0,53.0,Asia,,INDIA
3967,1966,6.8,2394.0,24.0,Middle East,,TURKEY
3968,1966,5.9,1.0,17.0,Europe,25.0,GREECE
3969,1966,5.2,6.0,8.0,South America,,COLOMBIA
3974,1966,8.1,110.0,38.0,South America,3000.0,PERU
3975,1966,5.7,1.0,20.0,Europe,23.0,GREECE
3976,1966,7.8,3.0,47.0,South America,6.0,CHILE
3983,1967,6.8,98.0,60.0,South America,,COLOMBIA
3984,1967,6.8,54.0,80.0,Asia,300.0,INDONESIA
3987,1967,5.5,58.0,33.0,Central and South Pacific,100.0,INDONESIA
3988,1967,6.1,14.0,100.0,Asia,,INDONESIA
3989,1967,5.9,9.0,55.0,Europe,,GREECE
3990,1967,5.0,10.0,13.0,Africa,15.0,ALGERIA
3991,1967,7.3,86.0,4.0,Middle East,,TURKEY
3992,1967,6.2,97.0,8.0,Middle East,,TURKEY
3993,1967,6.8,20.0,161.0,South America,,COLOMBIA
3994,1967,6.5,300.0,10.0,Caribbean,1536.0,VENEZUELA
3995,1967,5.3,1.0,15.0,Europe,80.0,FRANCE
3999,1967,7.0,2.0,65.0,Asia,,TAIWAN
4001,1967,6.5,18.0,29.0,Europe,,ALBANIA
4003,1967,6.6,180.0,15.0,Asia,,INDIA
4005,1967,7.5,1.0,33.0,South America,,CHILE
4007,1968,6.0,216.0,33.0,Europe,563.0,ITALY
4008,1968,5.1,8.0,33.0,Europe,55.0,ITALY
4011,1968,7.2,20.0,15.0,Europe,18.0,GREECE
4012,1968,6.3,3.0,3.0,Asia,,JAPAN
4013,1968,4.9,1.0,,Africa,4.0,ALGERIA
4015,1968,4.6,1.0,33.0,Africa,1.0,KENYA
4016,1968,7.5,1.0,30.0,Asia,22.0,JAPAN
4018,1968,5.3,38.0,34.0,Middle East,100.0,IRAN
4020,1968,8.2,52.0,7.0,Asia,330.0,JAPAN
4022,1968,7.1,3.0,21.0,Central and South Pacific,,NEW ZEALAND
4026,1968,7.0,15.0,33.0,South America,,PERU
4029,1968,7.3,270.0,36.0,Central and South Pacific,261.0,PHILIPPINES
4030,1968,7.5,18.0,36.0,North America and Hawaii,,MEXICO
4034,1968,7.3,10488.0,13.0,Middle East,17000.0,IRAN
4036,1968,6.5,700.0,15.0,Middle East,,IRAN
4037,1968,6.6,24.0,38.0,Middle East,200.0,TURKEY
4039,1968,6.2,3.0,107.0,Caribbean,,VENEZUELA
4040,1968,5.1,2.0,14.0,Middle East,,TURKEY
4041,1968,5.7,20.0,114.0,North America and Hawaii,,MEXICO
4045,1968,5.3,1.0,17.0,Europe,,MONTENEGRO
4046,1969,5.6,50.0,11.0,Middle East,,IRAN
4050,1969,6.3,4.0,10.0,Asia,,CHINA
4051,1969,7.4,64.0,13.0,Central and South Pacific,97.0,INDONESIA
4052,1969,7.8,25.0,22.0,Europe,80.0,PORTUGAL
4054,1969,6.5,53.0,9.0,Middle East,,TURKEY
4055,1969,6.2,40.0,35.0,Africa,160.0,ETHIOPIA
4056,1969,7.0,2.0,33.0,Africa,16.0,EGYPT
4057,1969,5.5,1.0,33.0,Europe,,ALBANIA
4062,1969,6.4,3000.0,5.0,Asia,,CHINA
4067,1969,6.3,12.0,33.0,Africa,,SOUTH AFRICA
4068,1969,6.2,150.0,43.0,South America,,PERU
4069,1969,4.8,1.0,10.0,North America and Hawaii,,USA
4071,1969,6.0,14.0,33.0,Europe,,BOSNIA-HERZEGOVINA
4072,1969,6.4,9.0,33.0,Europe,,BOSNIA-HERZEGOVINA
4077,1970,7.8,10000.0,31.0,Asia,,CHINA
4079,1970,7.1,3.0,11.0,Central and South Pacific,,PHILIPPINES
4080,1970,5.4,12.0,35.0,South America,,PERU
4082,1970,4.8,5.0,23.0,Middle East,,IRAN
4083,1970,5.4,26.0,3.0,Asia,200.0,INDIA
4084,1970,7.4,1086.0,20.0,Middle East,1174.0,TURKEY
4085,1970,7.3,15.0,40.0,Central and South Pacific,200.0,PHILIPPINES
4089,1970,7.9,66794.0,43.0,South America,50000.0,PERU
4095,1970,4.9,1.0,27.0,Middle East,,TURKEY
4097,1970,6.7,220.0,16.0,Middle East,220.0,IRAN
4098,1970,7.1,1.0,651.0,South America,,PERU
4104,1970,7.3,15.0,8.0,Central and South Pacific,20.0,PAPUA NEW GUINEA
4107,1970,7.6,82.0,25.0,South America,350.0,PERU
4110,1971,4.6,24.0,33.0,Europe,150.0,ITALY
4111,1971,6.5,65.0,8.0,North America and Hawaii,2000.0,USA
4112,1971,5.3,1.0,39.0,Middle East,,IRAN
4114,1971,5.9,1.0,44.0,Middle East,,IRAN
4116,1971,5.9,100.0,23.0,Middle East,,TURKEY
4117,1971,6.7,1000.0,3.0,Middle East,,TURKEY
4119,1971,5.2,1.0,35.0,Asia,6.0,INDONESIA
4120,1971,6.3,1.0,93.0,South America,,CHILE
4121,1971,7.8,83.0,58.0,South America,447.0,CHILE
4122,1971,7.9,2.0,47.0,Central and South Pacific,5.0,PAPUA NEW GUINEA
4123,1971,5.2,2.0,7.0,Europe,,ITALY
4125,1971,6.3,1.0,135.0,South America,,PERU
4127,1971,5.3,1.0,27.0,Middle East,,IRAN
4136,1971,5.7,5.0,54.0,South America,,PERU
4137,1971,7.1,1.0,40.0,Central and South Pacific,,VANUATU
4142,1972,7.5,1.0,33.0,Asia,,TAIWAN
4144,1972,4.8,1.0,25.0,Europe,2.0,ITALY
4147,1972,6.1,7.0,64.0,South America,50.0,PERU
4148,1972,6.9,30000.0,11.0,Middle East,1700.0,IRAN
4149,1972,6.9,4.0,33.0,Asia,11.0,TAIWAN
4153,1972,4.4,2.0,4.0,Europe,,ITALY
4154,1972,6.1,11.0,47.0,Asia,15.0,AFGHANISTAN
4158,1972,6.2,100.0,36.0,Asia,,PAKISTAN
4165,1972,6.2,10000.0,5.0,Central America,20000.0,NICARAGUA
4167,1973,7.5,56.0,43.0,North America and Hawaii,390.0,MEXICO
4174,1973,7.5,15.0,33.0,Central and South Pacific,64.0,PHILIPPINES
4176,1973,6.5,26.0,33.0,Central America,100.0,COSTA RICA
4177,1973,6.5,1.0,50.0,South America,,COLOMBIA
4184,1973,6.2,600.0,84.0,North America and Hawaii,,MEXICO
4188,1973,5.5,1.0,11.0,Middle East,,IRAN
4189,1973,5.1,1.0,5.0,Europe,,AZORES (PORTUGAL)
4193,1974,6.3,10.0,98.0,South America,,PERU
4195,1974,5.2,2.0,29.0,Middle East,20.0,TURKEY
4197,1974,5.0,3.0,24.0,South America,,COLOMBIA
4199,1974,6.5,30.0,2.0,Asia,102.0,JAPAN
4200,1974,7.1,20000.0,11.0,Asia,,CHINA
4201,1974,6.1,5.0,34.0,South America,,VENEZUELA
4205,1974,7.3,11.0,12.0,South America,,COLOMBIA
4206,1974,5.7,2.0,58.0,Asia,17.0,JAPAN
4210,1974,8.1,78.0,13.0,South America,2414.0,PERU
4213,1974,6.2,5300.0,22.0,Asia,17000.0,PAKISTAN
4216,1975,6.8,47.0,33.0,Asia,,INDIA
4219,1975,7.4,300.0,33.0,Asia,,CHINA
4220,1975,5.6,1.0,27.0,Asia,,INDONESIA
4221,1975,6.1,7.0,27.0,Middle East,,IRAN
4222,1975,6.9,2.0,4.0,South America,25.0,CHILE
4225,1975,6.1,3.0,33.0,South America,,VENEZUELA
4230,1975,6.5,1.0,157.0,Asia,,MYANMAR (BURMA)
4231,1975,4.3,1.0,30.0,Africa,18.0,ALGERIA
4235,1975,6.7,2311.0,26.0,Middle East,3372.0,TURKEY
4236,1975,5.0,2.0,33.0,Middle East,,IRAN
4238,1975,7.6,1.0,50.0,Central and South Pacific,,PHILIPPINES
4243,1975,5.5,1.0,19.0,Europe,10.0,GREECE
4248,1976,7.5,23000.0,5.0,Caribbean,76000.0,GUATEMALA
4249,1976,5.1,4.0,5.0,Central America,50.0,GUATEMALA
4250,1976,5.5,50.0,33.0,Asia,,AFGHANISTAN
4251,1976,4.8,1.0,18.0,Middle East,,TURKEY
4253,1976,6.7,10.0,9.0,South America,,ECUADOR
4254,1976,5.5,4.0,44.0,Middle East,,TURKEY
4255,1976,6.5,978.0,9.0,Europe,1700.0,ITALY
4260,1976,7.1,6000.0,33.0,Central and South Pacific,,INDONESIA
4261,1976,6.7,5.0,22.0,Central America,7.0,PANAMA
4262,1976,6.5,573.0,40.0,Asia,4755.0,INDONESIA
4264,1976,7.5,242769.0,23.0,Asia,799000.0,CHINA
4266,1976,8.0,1200.0,33.0,Central and South Pacific,3500.0,PHILIPPINES
4268,1976,4.9,4.0,3.0,Middle East,50.0,TURKEY
4269,1976,5.5,5.0,16.0,Europe,,ITALY
4270,1976,6.0,11.0,10.0,Europe,,ITALY
4271,1976,5.9,2.0,17.0,Europe,,ITALY
4272,1976,7.1,133.0,33.0,Central and South Pacific,,INDONESIA
4273,1976,6.2,17.0,13.0,Middle East,,IRAN
4274,1976,7.3,5000.0,36.0,Middle East,,TURKEY
4276,1976,7.3,1.0,82.0,South America,13.0,CHILE
4277,1976,5.2,4.0,33.0,Africa,36.0,SOUTH AFRICA
4281,1977,7.5,1641.0,89.0,Europe,10500.0,ROMANIA
4283,1977,7.3,1.0,37.0,Central and South Pacific,9.0,PHILIPPINES
4284,1977,6.9,167.0,29.0,Middle East,556.0,IRAN
4285,1977,4.9,30.0,21.0,Middle East,,TURKEY
4287,1977,5.9,366.0,41.0,Middle East,200.0,IRAN
4288,1977,6.8,34.0,33.0,Central and South Pacific,,SOLOMON ISLANDS
4291,1977,8.1,18.0,33.0,Central and South Pacific,1.0,SOLOMON ISLANDS
4292,1977,5.4,3.0,37.0,Middle East,9.0,IRAN
4294,1977,7.2,1.0,65.0,Central and South Pacific,5.0,TONGA
4298,1977,6.5,3.0,33.0,South America,,COLOMBIA
4302,1977,7.4,70.0,13.0,South America,300.0,ARGENTINA
4303,1977,5.8,584.0,31.0,Middle East,1000.0,IRAN
4304,1978,6.6,25.0,14.0,Asia,129.0,JAPAN
4308,1978,5.0,2.0,33.0,Europe,,ITALY
4309,1978,5.9,1.0,33.0,Asia,,PAKISTAN
4310,1978,6.6,1.0,36.0,North America and Hawaii,25.0,MEXICO
4318,1978,5.7,5.0,14.0,Europe,,ITALY
4321,1978,7.7,28.0,44.0,Asia,10000.0,JAPAN
4323,1978,6.4,50.0,3.0,Europe,,GREECE
4326,1978,4.5,17.0,10.0,Central America,,GUATEMALA
4331,1978,7.8,20000.0,33.0,Middle East,,IRAN
4333,1978,7.7,9.0,18.0,North America and Hawaii,,MEXICO
4335,1978,6.2,76.0,33.0,Middle East,,IRAN
